Date,Open,High,Low,Close,Adj Close,Volume
2011-06-27,18.344999,18.975000,18.295000,18.825001,13.996379,895200
2011-06-28,19.170000,19.995001,18.850000,19.350000,14.386715,4151800
2011-06-29,19.500000,20.485001,19.350000,20.035000,14.896008,3695200
2011-06-30,20.334999,21.000000,20.090000,20.700001,15.390438,3025600
2011-07-01,20.600000,23.715000,20.500000,21.100000,15.687837,8334200
2011-07-05,21.105000,21.500000,20.825001,21.105000,15.691557,11823000
2011-07-06,20.799999,21.125000,20.504999,20.945000,15.572598,10983000
2011-07-07,21.094999,21.629999,20.855000,20.889999,15.531699,16707600
2011-07-08,20.400000,21.299999,20.260000,20.705000,15.394159,16417000
2011-07-11,20.395000,20.395000,19.754999,20.049999,14.907163,9495200
2011-07-12,19.930000,20.495001,19.719999,20.240000,15.048430,8011200
2011-07-13,20.260000,20.620001,19.620001,19.980000,14.855119,11642800
2011-07-14,19.985001,20.010000,19.105000,19.320000,14.364412,11528400
2011-07-15,19.500000,19.735001,19.049999,19.580000,14.557715,9938400
2011-07-18,19.365000,19.795000,18.875000,19.559999,14.542849,8311600
2011-07-19,19.629999,19.969999,19.565001,19.870001,14.773334,6423000
2011-07-20,19.895000,19.969999,19.700001,19.764999,14.695261,5449000
2011-07-21,19.764999,20.120001,19.555000,20.049999,14.907163,7249200
2011-07-22,20.139999,20.410000,19.955000,20.285000,15.081888,6645600
2011-07-25,20.625000,21.059999,20.325001,20.684999,15.379283,8898600
2011-07-26,20.695000,21.860001,20.635000,21.525000,16.003828,11324200
2011-07-27,21.510000,21.650000,20.985001,21.030001,15.635793,6998400
2011-07-28,21.215000,21.469999,21.094999,21.389999,15.903450,6654600
2011-07-29,21.174999,22.305000,20.985001,21.895000,16.278921,10709600
2011-08-01,22.520000,22.690001,21.995001,22.485001,16.717592,11518400
2011-08-02,22.264999,22.450001,21.125000,21.165001,15.736167,10995600
2011-08-03,21.639999,22.700001,19.510000,20.715000,15.401592,13413800
2011-08-04,20.355000,20.355000,18.615000,19.209999,14.282624,15377800
2011-08-05,19.455000,19.610001,16.719999,18.655001,13.869981,12348600
2011-08-08,17.620001,18.000000,14.740000,16.165001,12.018668,16543000
2011-08-09,16.535000,18.205000,16.209999,18.049999,13.420167,12054200
2011-08-10,17.775000,18.420000,17.059999,17.559999,13.055848,9682600
2011-08-11,17.950001,19.299999,17.715000,18.670000,13.881138,8756400
2011-08-12,18.795000,19.559999,18.450001,18.705000,13.907155,5906800
2011-08-15,18.945000,19.825001,18.945000,19.549999,14.613545,5365400
2011-08-16,19.180000,19.719999,19.059999,19.430000,14.523844,6532400
